year,party,speaker,word_count,i_count,we_count,num_speeches,i_rate,we_rate,collective_gap
2008,Democratic,Lisa Olivares,228,5,2,1,21.93,8.77,-13.16
2008,Democratic,Lois Capps,134,1,4,1,7.46,29.85,22.39
2008,Democratic,Louise Slaughter,162,3,1,1,18.52,6.17,-12.35
2008,Democratic,Madeleine K. Albright,604,2,8,1,3.31,13.25,9.94
2008,Democratic,Manny Diaz,403,5,19,1,12.41,47.15,34.74
2008,Democratic,Mark Docherty,424,3,8,1,7.08,18.87,11.79
2008,Democratic,Mark R. Warner,2114,20,55,1,9.46,26.02,16.56
2008,Democratic,Mark Udall,437,0,12,1,0.0,27.46,27.46
2008,Democratic,Martin Luther King III,450,2,12,1,4.44,26.67,22.23
2008,Democratic,Maxine Waters,198,2,2,1,10.1,10.1,0.0
2008,Democratic,Maya Soetoro-ng,618,13,15,1,21.04,24.27,3.23
2008,Democratic,Michele S. Jones,475,7,2,1,14.74,4.21,-10.53
2008,Democratic,Michelle Obama,2285,29,21,1,12.69,9.19,-3.5
2008,Democratic,Miguel Del Valle,647,6,15,1,9.27,23.18,13.91
2008,Democratic,Mike Honda,417,4,6,1,9.59,14.39,4.8
2008,Democratic,Mike Wilson,397,9,4,1,22.67,10.08,-12.59
2008,Democratic,Monica Early,207,6,5,1,28.99,24.15,-4.84
2008,Democratic,Nancy Floyd,495,11,10,1,22.22,20.2,-2.02
2008,Democratic,Nancy Keenan,433,3,11,1,6.93,25.4,18.47
2008,Democratic,Nancy Pelosi,1407,7,24,2,4.98,17.06,12.08
2008,Democratic,Ned Helms,232,0,3,1,0.0,12.93,12.93
2008,Democratic,Nita Lowey,145,5,1,1,34.48,6.9,-27.58
2008,Democratic,Nydia M. Velazquez,462,0,4,1,0.0,8.66,8.66
2008,Democratic,Pamela Cash-Roper,219,9,6,1,41.1,27.4,-13.7
2008,Democratic,Patricia Madrid,734,3,32,1,4.09,43.6,39.51
2008,Democratic,Patrick J. Leahy,474,3,10,1,6.33,21.1,14.77
2008,Democratic,Patrick Murphy,475,5,15,1,10.53,31.58,21.05
2008,Democratic,Pauline Beck,257,5,1,1,19.46,3.89,-15.57
2008,Democratic,Quincy Lucas,146,3,0,1,20.55,0.0,-20.55
2008,Democratic,Rahm Emanuel,605,3,5,1,4.96,8.26,3.3
2008,Democratic,Randi Weingarten,450,5,9,1,11.11,20.0,8.89
2008,Democratic,Reginald Weaver,452,7,8,1,15.49,17.7,2.21
2008,Democratic,Richard M. Daley,392,3,3,1,7.65,7.65,0.0
2008,Democratic,Robert Wexler,517,1,5,1,1.93,9.67,7.74
2008,Democratic,Robin Golden,402,25,4,1,62.19,9.95,-52.24
2008,Democratic,Rosa DeLauro,130,2,1,1,15.38,7.69,-7.69
2008,Democratic,Roy Gross,230,12,2,1,52.17,8.7,-43.47
2008,Democratic,Scott Gration,631,20,7,1,31.7,11.09,-20.61
2008,Democratic,Sherrod Brown,437,1,5,1,2.29,11.44,9.15
2008,Democratic,Silvestre Reyes,318,4,6,1,12.58,18.87,6.29
2008,Democratic,Steny Hoyer,702,2,31,1,2.85,44.16,41.31
2008,Democratic,Susan Eisenhower,478,3,10,1,6.28,20.92,14.64
2008,Democratic,Tammy Baldwin,415,3,7,1,7.23,16.87,9.64
2008,Democratic,Tammy Duckworth,833,15,17,1,18.01,20.41,2.4
2008,Democratic,Ted Strickland,947,7,11,1,7.39,11.62,4.23
2008,Democratic,Teresa Asenap,197,4,3,1,20.3,15.23,-5.07
2008,Democratic,Theodore Sorensen,449,3,8,1,6.68,17.82,11.14
2008,Democratic,Thomas Balanoff,410,2,1,1,4.88,2.44,-2.44
2008,Democratic,Tim Kaine,727,7,20,1,9.63,27.51,17.88
2008,Democratic,Tom Allen,217,3,6,1,13.82,27.65,13.83
2008,Democratic,Tom Daschle,584,4,18,1,6.85,30.82,23.97
2008,Democratic,Tom Harkin,267,0,5,1,0.0,18.73,18.73
2008,Democratic,Tom Udall,152,1,4,1,6.58,26.32,19.74
2008,Democratic,Xavier Becerra,454,6,7,1,13.22,15.42,2.2
2008,Republican,Aaron Schock,269,11,2,1,40.89,7.43,-33.46
2008,Republican,Abel Maldonado,577,3,9,1,5.2,15.6,10.4
2008,Republican,Anne Beiler,932,22,10,1,23.61,10.73,-12.88
2008,Republican,Ashley Gunn,461,10,3,1,21.69,6.51,-15.18
2008,Republican,Bill Frist,651,8,1,1,12.29,1.54,-10.75
2008,Republican,Bill Gross,472,6,2,1,12.71,4.24,-8.47
2008,Republican,Bob Riley,231,6,2,1,25.97,8.66,-17.31
2008,Republican,Bryan Clay,431,18,4,1,41.76,9.28,-32.48
2008,Republican,Carly Fiorina,1077,17,17,1,15.78,15.78,0.0
2008,Republican,Carol Mutter,414,8,9,1,19.32,21.74,2.42
2008,Republican,Carolyn Doneunn,445,8,4,1,17.98,8.99,-8.99
2008,Republican,Charlie Crist,149,3,4,1,20.13,26.85,6.72
2008,Republican,Charlie Summers,235,7,1,1,29.79,4.26,-25.53
2008,Republican,Chris Collins,364,5,4,1,13.74,10.99,-2.75
2008,Republican,Christy Swanson,367,13,3,1,35.42,8.17,-27.25
2008,Republican,Cindy McCain,2204,44,12,2,19.96,5.44,-14.52
2008,Republican,David Capiello,202,5,1,1,24.75,4.95,-19.8
2008,Republican,Elena Rios,801,10,8,1,12.48,9.99,-2.49
2008,Republican,Eric Paulsen,271,8,5,1,29.52,18.45,-11.07
2008,Republican,Father Johnson,249,0,3,1,0.0,12.05,12.05
2008,Republican,Fred Thompson,2524,16,36,1,6.34,14.26,7.92
2008,Republican,George W. Bush,874,17,8,1,19.45,9.15,-10.3
2008,Republican,Haley Barbour,204,5,12,1,24.51,58.82,34.31
2008,Republican,Jay Love,179,4,2,1,22.35,11.17,-11.18
2008,Republican,Joe Gibbs,682,28,11,1,41.06,16.13,-24.93
2008,Republican,John Boehner,619,7,10,1,11.31,16.16,4.85
2008,Republican,John Ensign,751,5,18,1,6.66,23.97,17.31
2008,Republican,John McCain,4350,153,87,1,35.17,20.0,-15.17
2008,Republican,Jon Huntsman,334,1,12,1,2.99,35.93,32.94
2008,Republican,Joseph Lieberman,1850,39,21,1,21.08,11.35,-9.73
2008,Republican,Joseph Watkins,322,2,7,1,6.21,21.74,15.53
2008,Republican,Kevin McCarthy,556,3,17,1,5.4,30.58,25.18
2008,Republican,Laura Bush,1422,23,15,2,16.17,10.55,-5.62
2008,Republican,Leslie Smith,479,28,4,1,58.46,8.35,-50.11
2008,Republican,Linda Lingle,1037,15,0,1,14.46,0.0,-14.46
2008,Republican,Lindsey Graham,799,5,11,1,6.26,13.77,7.51
2008,Republican,Lisa Graham Keegan,284,3,1,1,10.56,3.52,-7.04
2008,Republican,Luis Fortuno,260,1,6,1,3.85,23.08,19.23
2008,Republican,Margaret Whitman,1107,13,9,1,11.74,8.13,-3.61
2008,Republican,Marsha Blackburn,435,8,8,1,18.39,18.39,0.0
2008,Republican,Mary Fallin,540,3,9,1,5.56,16.67,11.11
2008,Republican,Mel Martinez,546,2,14,1,3.66,25.64,21.98
2008,Republican,Michael L. Williams,542,6,4,1,11.07,7.38,-3.69
2008,Republican,Michael S. Steele,789,1,9,1,1.27,11.41,10.14
2008,Republican,Michele Bachmann,603,4,14,1,6.63,23.22,16.59
2008,Republican,Mike Duncan,15,0,0,1,0.0,0.0,0.0
2008,Republican,Mike Huckabee,1530,33,13,1,21.57,8.5,-13.07
2008,Republican,Miles McPherson,605,10,9,1,16.53,14.88,-1.65
2008,Republican,Mitch McConnell,679,4,1,2,5.89,1.47,-4.42
2008,Republican,Mitt Romney,1095,6,13,1,5.48,11.87,6.39
2008,Republican,Norm Coleman,1317,15,37,2,11.39,28.09,16.7
2008,Republican,Renee Amoore,559,13,0,1,23.26,0.0,-23.26
2008,Republican,Richard Burr,364,1,8,1,2.75,21.98,19.23
2008,Republican,Rick Perry,217,4,7,1,18.43,32.26,13.83
2008,Republican,Robert Certain,288,0,5,1,0.0,17.36,17.36
2008,Republican,Rosario Marin,447,16,1,1,35.79,2.24,-33.55
2008,Republican,Rudy Giuliani,2360,26,21,1,11.02,8.9,-2.12
2008,Republican,Sam Brownback,765,5,29,1,6.54,37.91,31.37
2008,Republican,Sarah Palin,3123,56,31,1,17.93,9.93,-8.0
2008,Republican,Shanna Hanson,416,7,3,1,16.83,7.21,-9.62
2008,Republican,Tim Pawlenty,590,9,12,1,15.25,20.34,5.09
2008,Republican,Tom Cole,226,0,4,1,0.0,17.7,17.7
2008,Republican,Tom Ridge,1041,15,13,1,14.41,12.49,-1.92
2008,Republican,Tommy Espinoza,408,10,2,1,24.51,4.9,-19.61
2008,Republican,Wes Gullet And Nikki,552,11,7,1,19.93,12.68,-7.25
2012,Democratic,Al Green,226,2,9,1,8.85,39.82,30.97
2012,Democratic,Alejandra C. Salinas,259,1,5,1,3.86,19.31,15.45
2012,Democratic,Allyson Y. Schwartz,154,2,1,1,12.99,6.49,-6.5
2012,Democratic,Angie Flores,360,10,2,1,27.78,5.56,-22.22
2012,Democratic,Anthony R. Foxx,415,8,11,1,19.28,26.51,7.23
2012,Democratic,Antonio Villaraigosa,989,14,20,2,14.16,20.22,6.06
2012,Democratic,Arne Duncan,413,1,2,1,2.42,4.84,2.42
2012,Democratic,Austin Ligon,366,6,5,1,16.39,13.66,-2.73
2012,Democratic,Barack Obama,4670,84,102,1,17.99,21.84,3.85
2012,Democratic,Barbara Lee,506,2,17,1,3.95,33.6,29.65
2012,Democratic,Barbara Mikulski,612,7,26,1,11.44,42.48,31.04
2012,Democratic,Barney Frank,1042,13,28,1,12.48,26.87,14.39
2012,Democratic,Beau Biden,585,17,8,1,29.06,13.68,-15.38
2012,Democratic,Benita Veliz,218,11,3,1,50.46,13.76,-36.7
2012,Democratic,Beverly Perdue,482,0,13,1,0.0,26.97,26.97
2012,Democratic,Bill Butcher,262,13,4,1,49.62,15.27,-34.35
2012,Democratic,Bill Clinton,3188,32,38,1,10.04,11.92,1.88
2012,Democratic,Bob King,638,3,5,1,4.7,7.84,3.14
2012,Democratic,Brian Schweitzer,786,7,17,1,8.91,21.63,12.72
2012,Democratic,Carol Berman,295,6,6,1,20.34,20.34,0.0
2012,Democratic,Caroline Kennedy,734,10,8,1,13.62,10.9,-2.72
2012,Democratic,Carolyn Maloney,189,2,3,1,10.58,15.87,5.29
2012,Democratic,Cecile Richards,794,2,23,1,2.52,28.97,26.45
2012,Democratic,Charlie Crist,716,17,7,1,23.74,9.78,-13.96
2012,Democratic,Charlie Gonzalez,801,2,12,1,2.5,14.98,12.48
2012,Democratic,Chris Van Hollen,801,6,7,1,7.49,8.74,1.25
2012,Democratic,Chuck Schumer,804,4,10,1,4.98,12.44,7.46
2012,Democratic,Cindy Hewitt,256,3,5,1,11.72,19.53,7.81
2012,Democratic,Claudia Kennedy,171,5,2,1,29.24,11.7,-17.54
2012,Democratic,Cory Booker,852,0,11,1,0.0,12.91,12.91
2012,Democratic,Cristina Saralegui,819,16,6,1,19.54,7.33,-12.21
2012,Democratic,Dannel P. Malloy,741,1,13,1,1.35,17.54,16.19
2012,Democratic,David E. Price,134,2,7,1,14.93,52.24,37.31
2012,Democratic,David Foster,340,9,5,1,26.47,14.71,-11.76
2012,Democratic,Debbie Wasserman-Schultz,700,26,4,1,37.14,5.71,-31.43
2012,Democratic,Denise Juneau,632,6,4,1,9.49,6.33,-3.16
2012,Democratic,Deval L. Patrick,1298,7,37,1,5.39,28.51,23.12
2012,Democratic,Diana DeGette,660,4,11,1,6.06,16.67,10.61
2012,Democratic,Dick Durbin,571,13,8,1,22.77,14.01,-8.76
2012,Democratic,Donna F. Edwards,435,21,1,1,48.28,2.3,-45.98
2012,Democratic,Doug Stern,565,7,12,1,12.39,21.24,8.85
2012,Democratic,Edward Meagher,259,6,3,1,23.17,11.58,-11.59
2012,Democratic,Elaine Lowry Brye,300,12,2,1,40.0,6.67,-33.33
2012,Democratic,Elizabeth Ann Bruce,272,15,0,1,55.15,0.0,-55.15
2012,Democratic,Elizabeth Warren,1355,22,31,1,16.24,22.88,6.64
2012,Democratic,Emanuel Cleaver,802,12,30,1,14.96,37.41,22.45
2012,Democratic,Eric Shinseki,391,6,9,1,15.35,23.02,7.67
2012,Democratic,Eva Longoria Baston,616,18,8,1,29.22,12.99,-16.23
2012,Democratic,G.K. Butterfield,135,0,6,1,0.0,44.44,44.44
2012,Democratic,Gwen Moore,138,2,1,1,14.49,7.25,-7.24
2012,Democratic,Harry Reid,827,4,17,1,4.84,20.56,15.72
2012,Democratic,Harvey B Gantt,141,1,3,1,7.09,21.28,14.19
2012,Democratic,Jack A. Markell,683,16,8,1,23.43,11.71,-11.72
2012,Democratic,James Clyburn,518,1,4,1,1.93,7.72,5.79
2012,Democratic,James E. Rogers,460,8,17,1,17.39,36.96,19.57
2012,Democratic,Jared Polis,603,8,16,1,13.27,26.53,13.26
2012,Democratic,Jason A. Crow,298,12,1,1,40.27,3.36,-36.91
2012,Democratic,Jennifer M. Granholm,570,10,2,1,17.54,3.51,-14.03
2012,Democratic,Jill Biden,604,23,0,1,38.08,0.0,-38.08
2012,Democratic,Jim Hunt,695,7,20,1,10.07,28.78,18.71
2012,Democratic,Jim Messina,357,5,7,1,14.01,19.61,5.6
2012,Democratic,Jim Sinegal,733,12,21,1,16.37,28.65,12.28
2012,Democratic,Jimmy Carter,634,12,4,1,18.93,6.31,-12.62
2012,Democratic,Joaquin Castro,231,4,3,1,17.32,12.99,-4.33
2012,Democratic,Joe Biden,3035,51,52,1,16.8,17.13,0.33
2012,Democratic,Joe Kennedy III,327,2,7,1,6.12,21.41,15.29
2012,Democratic,Johanny Adames,216,6,1,1,27.78,4.63,-23.15
2012,Democratic,John B. Larson,684,6,6,1,8.77,8.77,0.0
2012,Democratic,John B. Nathman,593,6,4,1,10.12,6.75,-3.37
2012,Democratic,John Hickenlooper,726,7,31,1,9.64,42.7,33.06
2012,Democratic,John Kerry,1247,3,16,1,2.41,12.83,10.42
2012,Democratic,John Lewis,555,12,20,1,21.62,36.04,14.42
2012,Democratic,John Perez,608,1,15,1,1.64,24.67,23.03
2012,Democratic,Joyce Beatty,153,2,1,1,13.07,6.54,-6.53
2012,Democratic,Judy Chu,570,3,5,1,5.26,8.77,3.51
2012,Democratic,Julian Castro,2131,25,37,1,11.73,17.36,5.63
2012,Democratic,Kal Penn,678,22,12,1,32.45,17.7,-14.75
2012,Democratic,Kamala Harris,660,9,12,1,13.64,18.18,4.54
2012,Democratic,Karen Bass,224,0,4,1,0.0,17.86,17.86
2012,Democratic,Karen Eusanio,281,8,10,1,28.47,35.59,7.12
2012,Democratic,Karen Mills,395,0,2,1,0.0,5.06,5.06
2012,Democratic,Kathleen Sebelius,901,4,0,1,4.44,0.0,-4.44
2012,Democratic,Kay R Hagan,520,4,13,1,7.69,25.0,17.31
2012,Democratic,Ken Myers,416,7,10,1,16.83,24.04,7.21
2012,Democratic,Ken Salazar,842,6,9,1,7.13,10.69,3.56
2012,Democratic,Kenyetta Jones,316,4,1,1,12.66,3.16,-9.5
2012,Democratic,Kerry Washington,336,6,13,1,17.86,38.69,20.83
2012,Democratic,Lilly Ledbetter,625,13,8,1,20.8,12.8,-8.0
2012,Democratic,Lincoln Chafee,907,7,22,1,7.72,24.26,16.54
2012,Democratic,Luis Gutiérrez,665,0,15,1,0.0,22.56,22.56
2012,Democratic,Maria Ciano,233,11,3,1,47.21,12.88,-34.33
2012,Democratic,Martin O'Malley,991,1,11,1,1.01,11.1,10.09
2012,Democratic,Mary Kay Henry,555,3,11,1,5.41,19.82,14.41
2012,Democratic,Mel Watt,125,1,0,1,8.0,0.0,-8.0
2012,Democratic,Michael A. Nutter,606,12,8,1,19.8,13.2,-6.6
2012,Democratic,Michelle Obama,2978,64,43,2,21.49,14.44,-7.05
2012,Democratic,Nancy Keenan,693,12,14,1,17.32,20.2,2.88
2012,Democratic,Nancy Pelosi,852,3,16,2,3.52,18.78,15.26
2012,Democratic,Nathan Davis,293,9,1,1,30.72,3.41,-27.31
2012,Democratic,Nydia Velazquez,539,5,3,1,9.28,5.57,-3.71
2012,Democratic,Pat Quinn,660,4,4,1,6.06,6.06,0.0
2012,Democratic,Patty Murray,564,6,7,1,10.64,12.41,1.77
2012,Democratic,Pedro Pierluisi,342,2,6,1,5.85,17.54,11.69
2012,Democratic,R. T. Rybak,979,7,12,1,7.15,12.26,5.11
2012,Democratic,Rahm Emanuel,1255,14,17,1,11.16,13.55,2.39
2012,Democratic,Randy Johnson,260,9,4,1,34.62,15.38,-19.24
2012,Democratic,Richard Trumka,551,3,14,1,5.44,25.41,19.97
2012,Democratic,Robert Wexler,563,1,0,1,1.78,0.0,-1.78
2012,Democratic,Rosa DeLauro,130,1,2,1,7.69,15.38,7.69
2012,Democratic,Ryan Case,269,13,4,1,48.33,14.87,-33.46
2012,Democratic,Sandra Fluke,572,4,17,1,6.99,29.72,22.73
2012,Democratic,Scarlett Johansson,418,17,9,1,40.67,21.53,-19.14
2012,Democratic,Simone Campbell,707,13,13,1,18.39,18.39,0.0
2012,Democratic,Stacey Lihn,238,2,6,1,8.4,25.21,16.81
2012,Democratic,Steny Hoyer,780,1,13,1,1.28,16.67,15.39
2012,Democratic,Steve Israel,603,0,15,1,0.0,24.88,24.88
2012,Democratic,Steven P. Westly,583,4,13,1,6.86,22.3,15.44
2012,Democratic,Tammy Baldwin,586,15,8,1,25.6,13.65,-11.95
2012,Democratic,Tammy Duckworth,818,13,16,1,15.89,19.56,3.67
2012,Democratic,Ted Strickland,929,1,3,1,1.08,3.23,2.15
2012,Democratic,Thomas M. Menino,617,5,14,1,8.1,22.69,14.59
2012,Democratic,Tim Kaine,783,8,29,1,10.22,37.04,26.82
2012,Democratic,Tom Steyer,821,9,16,1,10.96,19.49,8.53
2012,Democratic,Tom Vilsack,453,1,8,1,2.21,17.66,15.45
2012,Democratic,Tulsi Gabbard,178,4,0,1,22.47,0.0,-22.47
2012,Democratic,Walter H. Dalton,142,3,2,1,21.13,14.08,-7.05
2012,Democratic,Xavier Becerra,425,1,7,1,2.35,16.47,14.12
2012,Democratic,Zach Walls,289,8,7,1,27.68,24.22,-3.46
2012,Republican,Al Austin,683,7,11,1,10.25,16.11,5.86
2012,Republican,Alex Schriver,243,3,10,1,12.35,41.15,28.8
2012,Republican,Andy Barr,229,5,1,1,21.83,4.37,-17.46
2012,Republican,Ann Romney,2341,49,32,1,20.93,13.67,-7.26
2012,Republican,Arthur Davis,1124,10,22,1,8.9,19.57,10.67
2012,Republican,Barbara Comstock,394,2,3,1,5.08,7.61,2.53
2012,Republican,Bev Gray,196,5,5,1,25.51,25.51,0.0
2012,Republican,Bob Buckhorn,312,5,8,1,16.03,25.64,9.61
2012,Republican,Bob White,777,13,20,1,16.73,25.74,9.01
2012,Republican,Brian Sandoval,828,20,9,1,24.15,10.87,-13.28
2012,Republican,Cathy McMorris Rodgers,1177,15,41,3,12.74,34.83,22.09
2012,Republican,Chris Christie,2638,39,71,1,14.78,26.91,12.13
2012,Republican,Chris Fussner,176,2,0,1,11.36,0.0,-11.36
2012,Republican,Christopher Devlin-young,188,2,1,1,10.64,5.32,-5.32
2012,Republican,Clint Eastwood,1257,69,22,1,54.89,17.5,-37.39
2012,Republican,Condoleezza Rice,1899,9,50,1,4.74,26.33,21.59
2012,Republican,Connie Mack,598,2,12,1,3.34,20.07,16.73
2012,Republican,Craig Romney,207,3,3,1,14.49,14.49,0.0
2012,Republican,Dan Benishek,228,7,6,1,30.7,26.32,-4.38
2012,Republican,David Rouzer,201,0,6,1,0.0,29.85,29.85
2012,Republican,Deb Fischer,295,9,15,1,30.51,50.85,20.34
2012,Republican,Derek Parra,753,31,3,1,41.17,3.98,-37.19
2012,Republican,Franctz,196,13,0,1,66.33,0.0,-66.33
2012,Republican,Grant Bennett,629,12,5,1,19.08,7.95,-11.13
2012,Republican,Jack Gilchrist,327,5,9,1,15.29,27.52,12.23
2012,Republican,Jackie Walorski,291,4,13,1,13.75,44.67,30.92
2012,Republican,Jane Edmonds,522,13,0,1,24.9,0.0,-24.9
2012,Republican,Janine Turner,504,6,2,1,11.9,3.97,-7.93
2012,Republican,Jason Chaffetz,250,1,7,1,4.0,28.0,24.0
2012,Republican,Jeanine McDonnell,169,2,5,1,11.83,29.59,17.76
2012,Republican,Jeb Bush,1531,12,27,1,7.84,17.64,9.8
2012,Republican,John Archer,297,1,20,1,3.37,67.34,63.97
2012,Republican,John Boehner,924,8,24,1,8.66,25.97,17.31
2012,Republican,John H. Sununu,404,1,11,1,2.48,27.23,24.75
2012,Republican,John Hoeven,398,0,10,1,0.0,25.13,25.13
2012,Republican,John Kasich,1362,21,55,1,15.42,40.38,24.96
2012,Republican,John McCain,1461,14,33,1,9.58,22.59,13.01
2012,Republican,John Thune,754,10,5,1,13.26,6.63,-6.63
2012,Republican,Keith J. Rothfus,240,1,2,1,4.17,8.33,4.16
2012,Republican,Kelly Ayotte,750,13,13,1,17.33,17.33,0.0
2012,Republican,Kerry Healey,634,6,6,1,9.46,9.46,0.0
2012,Republican,Kim Rhode,518,11,7,1,21.24,13.51,-7.73
2012,Republican,Lisa Stickan,203,1,7,1,4.93,34.48,29.55
2012,Republican,Luce Vela Gutierrez,331,5,1,1,15.11,3.02,-12.09
2012,Republican,Luis Fortuno,787,10,27,1,12.71,34.31,21.6
2012,Republican,Marco Rubio,2292,32,45,1,13.96,19.63,5.67
2012,Republican,Mark Meadows,227,3,18,1,13.22,79.3,66.08
2012,Republican,Marsha Blackburn,382,3,5,1,7.85,13.09,5.24
2012,Republican,Mary Fallin,916,2,9,1,2.18,9.83,7.65
2012,Republican,Mia Love,349,7,9,1,20.06,25.79,5.73
2012,Republican,Mick Cornett,286,1,17,1,3.5,59.44,55.94
2012,Republican,Mike Eruzione,345,4,1,1,11.59,2.9,-8.69
2012,Republican,Mike Huckabee,1762,32,41,1,18.16,23.27,5.11
2012,Republican,Mitch McConnell,949,4,26,1,4.21,27.4,23.19
2012,Republican,Mitt Romney,4123,63,65,1,15.28,15.77,0.49
2012,Republican,Newt Gingrich,645,0,6,1,0.0,9.3,9.3
2012,Republican,Nikki Haley,1187,8,35,1,6.74,29.49,22.75
2012,Republican,Pam Bondi,221,0,0,1,0.0,0.0,0.0
2012,Republican,Pam Finlayson,686,14,10,1,20.41,14.58,-5.83
2012,Republican,Paul Ryan,3251,40,62,1,12.3,19.07,6.77
2012,Republican,Pete Sessions,241,4,5,1,16.6,20.75,4.15
2012,Republican,Phil Archuletta,246,6,0,1,24.39,0.0,-24.39
2012,Republican,Quico Canseco,169,3,6,1,17.75,35.5,17.75
2012,Republican,Rae Lynne Chornenky,207,1,1,1,4.83,4.83,0.0
2012,Republican,Rand Paul,1595,11,19,1,6.9,11.91,5.01
2012,Republican,Ray Fernandez,306,9,5,1,29.41,16.34,-13.07
2012,Republican,Reince Priebus,1484,10,43,1,6.74,28.98,22.24
2012,Republican,Richard Hudson,245,4,1,1,16.33,4.08,-12.25
2012,Republican,Rick Berg,217,0,5,1,0.0,23.04,23.04
2012,Republican,Rick Santorum,1442,18,14,1,12.48,9.71,-2.77
2012,Republican,Ricky Gill,211,1,10,1,4.74,47.39,42.65
2012,Republican,Rob J. Portman,1386,11,16,1,7.94,11.54,3.6
2012,Republican,Robert McDonnell,1453,7,26,1,4.82,17.89,13.07
2012,Republican,Samuel Olens,237,0,6,1,0.0,25.32,25.32
2012,Republican,Samuel Olens & Pam Bondi,257,0,3,1,0.0,11.67,11.67
2012,Republican,Scott Walker,746,2,12,1,2.68,16.09,13.41
2012,Republican,Sean Duffy,392,5,7,2,12.76,17.86,5.1
2012,Republican,Sharon Day,663,6,20,1,9.05,30.17,21.12
2012,Republican,Sher Valenzuela,967,15,22,1,15.51,22.75,7.24
2012,Republican,Stephanie,121,1,4,1,8.26,33.06,24.8
2012,Republican,Steve Cohen,286,1,5,1,3.5,17.48,13.98
2012,Republican,Steve Daines,226,4,6,1,17.7,26.55,8.85
2012,Republican,Steve King,331,4,5,1,12.08,15.11,3.03
2012,Republican,Susana Martinez,1046,33,16,1,31.55,15.3,-16.25
2012,Republican,Tad True,394,2,10,1,5.08,25.38,20.3
2012,Republican,Ted And Pad Oparowski,567,2,12,1,3.53,21.16,17.63
2012,Republican,Ted Cruz,1006,5,19,1,4.97,18.89,13.92
2012,Republican,Tim Griffin,248,6,8,1,24.19,32.26,8.07
